Row #,CocState,CoC,HudNum,Status,Year,Organization Name,HMIS Org ID,Project Name,HMIS Project ID,HIC Date,Project Type,Bed Type,Geocode,HMIS Participating,Inventory Type,Inventory Start Date,Target Population,mcKinneyVentoEsgEs,mcKinneyVentoEsgRrh,mcKinneyVentoEsgCov,mcKinneyVentoEsgRUSH,mcKinneyVentoCocSh,mcKinneyVentoCocTh,mcKinneyVentoCocPsh,mcKinneyVentoCocRrh,mcKinneyVentoCocSro,mcKinneyVentoCocThRrh,mcKinneyVentoSpC,mcKinneyVentoS8,mcKinneyVentoShp,mcKinneyVentoYhdp,mcKinneyVentoYhdpRenewals,mcKinneyVentoUnshelt,mcKinneyVentoRural,federalFundingVash,federalFundingSsvf,federalFundingGpdBh,federalFundingGpdLd,federalFundingGpdHh,federalFundingGpdCt,federalFundingGpdSith,federalFundingGpdTp,federalFundingHchvCrs,federalFundingHchvSh,federalFundingBcp,federalFundingMgh,federalFundingTlp,federalFundingRhyDp,federalFundingHopwaHmv,federalFundingHopwaPh,federalFundingHopwaStsf,federalFundingHopwaTh,federalFundingHopwaCovid,federalFundingPih,federalFundingIndianEhv,federalFundingHome,federalFundingHomeArp,federalFundingOther,federalFundingOtherSpecify,Housing Type,Victim Service Provider,address1,address2,city,state,zip,Beds HH w/ Children,Units HH w/ Children,Veteran Beds HH w/ Children,Youth Beds HH w/ Children,CH Beds HH w/ Children,Beds HH w/o Children,Veteran Beds HH w/o Children,Youth Beds HH w/o Children,CH Beds HH w/o Children,Beds HH w/ only Children,CH Beds HH w only Children,Year-Round Beds,Total Seasonal Beds,Availability Start Date,Availability End Date,O/V Beds,Pit Count,Total Beds,Updated On,notes,projectNotes,sandyRelated,sandyRelatedNote,HOPWAMedAssistedLivingFac
10,DE,Delaware Statewide CoC,DE-500,Submitted,2024,Ministry of Caring,84,Ministry of Caring - Mary Mother of Hope House I ES,90,1/24/2024,ES,F,#100336,Yes,C,1/25/2023,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,SB-S,0,1103 West 8th Street,,Wilmington,DE,19806,0,0,0,0,0,16,0,0,0,0,0,16,0,,,0,10,16,7/15/2024,,,No,,2
31,DE,Delaware Statewide CoC,DE-500,Submitted,2024,Family Promise of Northern New Castle County,350,Family Promise - NCC ESG RRH,452,1/24/2024,RRH,,#100336,Yes,C,1/24/2024,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,TB,0,2104 St James Church Rd,,Wilmington,DE,19808,34,7,0,0,0,0,0,0,0,0,0,34,0,,,0,34,34,4/16/2024,,,No,,2
36,DE,Delaware Statewide CoC,DE-500,Submitted,2024,Veterans Multi-Service Center,506,VMC - SSVF Enrolled: RR,508,1/24/2024,RRH,,#100336,Yes,C,1/24/2024,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,TB,0,1st Regiment Rd,,Wilmington,DE,19808,5,2,5,0,0,17,17,0,0,0,0,22,0,,,0,22,22,4/16/2024,,,No,,2
51,DE,Delaware Statewide CoC,DE-500,Submitted,2024,Family Promise of Northern New Castle County,350,Family Promise - Hospitality Center - TH,660,1/24/2024,TH,,#109003,Yes,C,1/25/2023,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,SB-S,0,2104 St James Church Rd,,Wilmington,DE,19808,20,6,0,0,0,0,0,0,0,0,0,20,0,,,0,15,20,4/16/2024,,,No,,2
52,DE,Delaware Statewide CoC,DE-500,Submitted,2024,Family Promise of Northern New Castle County,350,Family Promise - Hospitality Center - RRH,661,1/24/2024,RRH,,#109003,Yes,C,1/24/2024,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,TB,0,2104 St James Church Rd,,Wilmington,DE,19808,26,8,0,0,0,0,0,0,0,0,0,26,0,,,0,26,26,4/16/2024,,,No,,2
68,DE,Delaware Statewide CoC,DE-500,Submitted,2024,Family Promise of Northern New Castle County,350,Family Promise - Pathway to Housing RRH,848,1/24/2024,RRH,,#109003,Yes,C,1/24/2024,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,TB,0,2104 St James Church Rd,,Wilmington,DE,19808,15,5,0,0,0,0,0,0,0,0,0,15,0,,,0,15,15,4/16/2024,,,No,,2
79,DE,Delaware Statewide CoC,DE-500,Submitted,2024,Family Promise of Northern New Castle County,350,Family Promise - Hospitality Center 2.0 - TH,909,1/24/2024,TH,,#109003,Yes,C,6/5/2023,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,SB-S,0,2104 St James Church Rd,,Wilmington,DE,19808,19,4,0,0,0,0,0,0,0,0,0,19,0,,,0,13,19,4/16/2024,,,No,,2
80,DE,Delaware Statewide CoC,DE-500,Submitted,2024,Family Promise of Northern New Castle County,350,Family Promise - Hospitality Center 2.0 - RRH,910,1/24/2024,RRH,,#109003,Yes,C,1/24/2024,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,TB,0,2104 St James Church Rd,,Wilmington,DE,19808,14,5,0,0,0,0,0,0,0,0,0,14,0,,,0,14,14,4/16/2024,,,No,,2
93,DE,Delaware Statewide CoC,DE-500,Submitted,2024,"Child, Inc. - VSP/DV",958,Child Inc. - Martha's Carriage House ES,959,1/24/2024,ES,F,#109003,Comparable,C,1/24/2024,DV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,FVSPA,SB-S,1,Confidential,,Wilmington,DE,19809,13,5,0,0,0,5,0,0,0,0,0,18,0,,,0,8,18,4/16/2024,,,No,,2
94,DE,Delaware Statewide CoC,DE-500,Submitted,2024,"Child, Inc. - VSP/DV",958,"Child, Inc. - Sarah's House ES",960,1/24/2024,ES,F,#109003,Comparable,C,1/24/2024,DV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,VOCA,SB-S,1,Confidential,,Wilmington,DE,19809,7,3,0,0,0,4,0,0,0,0,0,11,0,,,0,4,11,4/16/2024,,,No,,2
32,DE,Delaware Statewide CoC,DE-500,Submitted,2024,Dover Interfaith Mission for Housing,248,Dover Interfaith ES,453,1/24/2024,ES,F,#100090,Yes,C,1/24/2024,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"OCS, Office of Community Services",SB-S,0,684 Forest Street,Jeanine Kleimo,Dover,DE,19901,0,0,0,0,0,20,0,0,0,0,0,20,0,,,0,20,20,4/16/2024,,,No,,2
66,DE,Delaware Statewide CoC,DE-500,Submitted,2024,Catholic Charities,45,Catholic Charities - DSHA ESG RRH,806,1/24/2024,RRH,,#109005,Yes,C,1/24/2024,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,TB,0,2601 W 4th St,,Wilmington,DE,19901,5,2,0,0,0,0,0,0,0,0,0,5,0,,,0,5,5,4/16/2024,,,No,,2
70,DE,Delaware Statewide CoC,DE-500,Submitted,2024,Kent County Code Purple,765,Kent County Code Purple - PH,863,1/24/2024,OPH,,#109001,Yes,C,1/24/2024,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,SB-C,0,"1207 E Division St,",,Dover,DE,19901,2,1,0,0,0,10,0,0,0,0,0,12,0,,,0,17,12,4/16/2024,,,No,,2
71,DE,Delaware Statewide CoC,DE-500,Submitted,2024,Kent County Code Purple,765,Kent County Code Purple - Hotel Voucher ES,864,1/24/2024,ES,O,#109001,Yes,C,1/24/2024,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,TB,0,1207 E Division St,,Dover,DE,19901,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,1,4/17/2024,,,No,,2
73,DE,Delaware Statewide CoC,DE-500,Submitted,2024,Delaware State Housing Authority,8,DSHA - EHV PH,866,1/24/2024,OPH,,#100090,No,C,1/24/2024,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,TB,0,18 The Green,Devon Manning,Dover,DE,19901,75,23,0,0,0,4,0,0,0,0,0,79,0,,,0,79,79,4/25/2024,,,No,,2
1,DE,Delaware Statewide CoC,DE-500,Submitted,2024,People's Place II,10,PPII - Whatcoat ES,2,1/24/2024,ES,F,#109001,Yes,C,1/25/2023,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,SB-S,0,381 College Road,Terrant Morrison,Dover,DE,19904,12,5,0,0,0,13,0,0,0,0,0,25,0,,,0,14,25,7/15/2024,,,No,,2
23,DE,Delaware Statewide CoC,DE-500,Submitted,2024,People's Place II,10,PPII - Vera's Haven TH,200,1/24/2024,TH,,#100090,Yes,C,10/1/2023,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,SB-S,0,381 College Road,,Dover,DE,19904,52,10,0,0,0,0,0,0,0,0,0,52,0,,,0,30,52,4/16/2024,,,No,,2
27,DE,Delaware Statewide CoC,DE-500,Submitted,2024,The Shepherd Place,7,The Shepherd Place - Gelof / Hunt House II TH,285,1/24/2024,TH,,#100090,Yes,C,1/25/2023,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,SB-S,0,248 Gunning Bedford Rd,,Dover,DE,19904,3,3,0,0,0,1,0,0,0,0,0,4,0,,,0,4,4,4/16/2024,,,No,,2
34,DE,Delaware Statewide CoC,DE-500,Submitted,2024,The Shepherd Place,7,The Shepherd Place - Shelter ES,472,1/24/2024,ES,F,#109001,Yes,C,1/25/2023,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,SB-S,0,1362 S. Governors Avenue,,Dover,DE,19904,23,6,0,0,0,7,0,0,0,0,0,30,0,,,0,21,30,7/15/2024,,,No,,2
63,DE,Delaware Statewide CoC,DE-500,Submitted,2024,Kent County Code Purple,765,Kent County Code Purple - Maranatha Church ES,767,1/24/2024,ES,F,#100090,Yes,C,11/24/2023,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,SB-S,0,1207 E Division St,,Dover,DE,19904,0,0,0,0,0,0,0,0,0,0,0,0,22,11/24/2023,3/31/2024,0,18,22,4/26/2024,,,No,,2
64,DE,Delaware Statewide CoC,DE-500,Submitted,2024,Central Delaware Housing Collaborative,794,House of Hope Women's Shelter - CI ES,795,1/24/2024,ES,F,#100090,Yes,C,1/25/2023,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Private,SB-S,0,801 W. Division Street,,Dover,DE,19904,0,0,0,0,0,8,0,0,0,0,0,8,0,,,0,7,8,4/16/2024,,,No,,2
65,DE,Delaware Statewide CoC,DE-500,Submitted,2024,Central Delaware Housing Collaborative,794,House of Hope Women's Shelter - SSC ES,803,1/24/2024,ES,F,#100090,Yes,C,1/25/2023,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,funded through the State (DHSS),SB-S,0,801 W. Division Street,,Dover,DE,19904,0,0,0,0,0,8,0,0,0,0,0,8,0,,,0,1,8,4/16/2024,,,No,,2
67,DE,Delaware Statewide CoC,DE-500,Submitted,2024,"Dunamis Dominion, LLC",818,Dunamis Dominion - The Genesis Project ETH,821,1/24/2024,TH,,#109001,Yes,C,1/25/2023,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,SB-C,0,"Gun and rod club road, Houston",,Houston,DE,19904,2,1,0,0,0,4,0,0,0,0,0,6,0,,,0,3,6,4/16/2024,,,No,,2
87,DE,Delaware Statewide CoC,DE-500,Submitted,2024,People's Church of Dover,946,People's Church of Dover - Cold Weather ES - N.P.,947,1/24/2024,ES,F,#100090,No,C,12/1/2023,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,SB-S,0,46 S Bradford St,,Dover,DE,19904,0,0,0,0,0,0,0,0,0,0,0,0,50,12/1/2023,4/1/2024,0,30,50,4/16/2024,,,No,,2
91,DE,Delaware Statewide CoC,DE-500,Submitted,2024,People's Place II - VSP/DV,954,PPII - SAFE House Kent ES,956,1/24/2024,ES,F,#109001,Comparable,C,1/25/2023,DV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,VOCA / FVPSA,SB-S,1,"1129 Airport Road, Milford",,Milford,DE,19906,17,6,0,0,0,0,0,0,0,0,0,17,0,,,0,7,17,4/16/2024,,,No,,2
92,DE,Delaware Statewide CoC,DE-500,Submitted,2024,People's Place II - VSP/DV,954,PPII - SAFE House Sussex ES,957,1/24/2024,ES,F,#109005,Comparable,C,1/25/2023,DV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,VOCA / FVPSA,SB-C,1,"1129 Airport Road, Milford",,Dover,DE,19930,12,4,0,0,0,0,0,0,0,0,0,12,0,,,0,4,12,4/16/2024,,,No,,2
42,DE,Delaware Statewide CoC,DE-500,Submitted,2024,Home of the Brave,3,Home of the Brave - Women's Facility TH,571,1/24/2024,TH,,#109005,Yes,C,1/24/2024,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,SB-S,0,6630 Sharps Road,,Milford,DE,19940,6,3,6,0,0,2,2,0,0,0,0,8,0,,,0,8,8,4/16/2024,,,No,,2
54,DE,Delaware Statewide CoC,DE-500,Submitted,2024,People's Place II,10,PPII - Home4Good RRH,673,1/24/2024,RRH,,#109005,Yes,C,1/24/2024,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Home4Good funding, a local funding provided by Delaware State Housing Authority",TB,0,381 College Road,,Dover,DE,19940,11,3,0,0,0,8,0,0,0,0,0,19,0,,,0,19,19,4/16/2024,,,No,,2
3,DE,Delaware Statewide CoC,DE-500,Submitted,2024,"Sussex Community Crisis Housing Services, Inc.",4,SCCHS - Crisis House ES,23,1/24/2024,ES,F,#109005,Yes,C,1/25/2023,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,SB-S,0,110 North Railroad Avenue,,Georgetown,DE,19947,0,0,0,0,0,8,0,0,0,0,0,8,0,,,0,7,8,4/16/2024,,,No,,2
88,DE,Delaware Statewide CoC,DE-500,Submitted,2024,The Springboard Collaborative,889,The Springboard Collaborative - Springboard Pallet Village ES - N.P.,948,1/24/2024,ES,F,#109005,Yes,C,10/1/2023,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,SB-S,0,411 Kimmey Street,,Georgetown,DE,19947,0,0,0,0,0,39,0,0,0,0,0,39,0,,,0,39,39,4/16/2024,,,No,,2
46,DE,Delaware Statewide CoC,DE-500,Submitted,2024,"Conexio Care, Inc.",41,Conexio Care - Positive Progress PSH,612,1/24/2024,PSH,,#109005,Yes,C,1/25/2023,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,TB,0,3821 Lancaster Pike,,Wilmington,DE,19956,13,3,0,0,13,14,0,0,14,0,0,27,0,,,0,27,27,4/25/2024,,,No,,2
20,DE,Delaware Statewide CoC,DE-500,Submitted,2024,Home of the Brave,3,Home of the Brave - Men's Facility TH,143,1/24/2024,TH,,#109005,Yes,C,1/24/2024,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,SB-S,0,6632 Sharps Road,,Milford,DE,19962,0,0,0,0,0,16,16,0,0,0,0,16,0,,,0,14,16,4/16/2024,,,No,,2
90,DE,Delaware Statewide CoC,DE-500,Submitted,2024,People's Place II - VSP/DV,954,PPII - Abriendo Puertas ES,955,1/24/2024,ES,F,#109005,Comparable,C,1/25/2023,DV,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,SB-S,1,"1129 Airport Rd., Milford",,Milford,DE,19963,9,4,0,0,0,0,0,0,0,0,0,9,0,,,0,4,9,4/16/2024,,,No,,2
2,DE,Delaware Statewide CoC,DE-500,Submitted,2024,Catholic Charities,45,Catholic Charities - Casa San Francisco ES,9,1/24/2024,ES,F,#109005,Yes,C,1/25/2023,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,SB-S,0,127 Broad Street,,Milton,DE,19968,0,0,0,0,0,12,0,0,0,0,0,12,0,,,0,7,12,7/30/2024,,,No,,2
4,DE,Delaware Statewide CoC,DE-500,Submitted,2024,Sunday Breakfast Mission,6,SBM - Women and Family Lifechange Program TH - N.P.,26,1/24/2024,TH,,#109005,No,C,1/24/2024,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,SB-S,0,110 N. Poplar St.,,Wilmington,DE,19968,23,7,0,0,0,9,0,0,0,0,0,32,0,,,0,32,32,4/17/2024,,,No,,2
5,DE,Delaware Statewide CoC,DE-500,Submitted,2024,Sunday Breakfast Mission,6,SBM - Men's Lifechange Program TH - N.P.,37,1/24/2024,TH,,#109005,No,C,1/24/2024,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,SB-S,0,110 N. Poplar Street,,Wilmington,DE,19968,0,0,0,0,0,22,0,0,0,0,0,22,0,,,0,22,22,4/17/2024,,,No,,2
6,DE,Delaware Statewide CoC,DE-500,Submitted,2024,Sunday Breakfast Mission,6,SBM - Men's Shelter / Overnight ES - N.P.,39,1/24/2024,ES,F,#109005,No,C,1/24/2024,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,SB-S,0,110 Poplar Street,,Wilmington,DE,19968,0,0,0,0,0,120,0,0,0,0,0,120,,,,0,122,120,4/23/2024,,,No,,2
41,DE,Delaware Statewide CoC,DE-500,Submitted,2024,Sunday Breakfast Mission,6,SBM - Women and Family Shelter ES - N.P.,567,1/24/2024,ES,F,#109005,No,C,1/24/2024,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,SB-S,0,110 N. Poplar Street,,Wilmington,DE,19968,25,25,0,0,0,0,0,0,0,0,0,25,,,,0,25,25,4/17/2024,,,No,,2
43,DE,Delaware Statewide CoC,DE-500,Submitted,2024,"Love, Inc.",355,Love Inc Code Purple Sussex County - N.P.,576,1/24/2024,ES,F,#109005,No,C,12/1/2023,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,SB-C,0,13867 Seashore Hwy,,Georgetown,DE,19968,0,0,0,0,0,0,0,0,0,0,0,0,75,12/1/2023,3/15/2024,0,38,75,4/17/2024,,,No,,2
37,DE,Delaware Statewide CoC,DE-500,Submitted,2024,State Service Center Motel (Voucher) - N.P.,515,State Service Center Motel (Voucher) - N.P.,515,1/24/2024,ES,V,#109005,No,C,1/25/2023,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,TB,0,,,,,19968,0,0,0,0,0,0,0,0,0,0,0,0,,,,134,134,134,4/17/2024,,,No,,2
81,DE,Delaware Statewide CoC,DE-500,Submitted,2024,Redemption City,912,Redemption City - Sunshine House - N.P.,914,1/24/2024,ES,F,#109005,No,C,6/1/2022,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Community grants/donations,SB-S,0,P.O. Box 384,,Seaford,DE,19973,0,0,0,0,0,10,0,0,0,0,0,10,0,,,0,7,10,4/16/2024,,,No,,2
60,FL,"Sarasota, Bradenton/Manatee, Sarasota Counties CoC",FL-500,Submitted,2024,Crysalis House,128,Shelter,769,1/29/2024,TH,,#129081,No,C,10/1/2023,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,SB-S,0,5123 15th Street Ct E,,Bradenton,FL,34203,0,0,0,0,0,8,0,0,0,0,0,8,0,,,0,6,8,7/31/2024,,NULL,No,,2
5,FL,"Sarasota, Bradenton/Manatee, Sarasota Counties CoC",FL-500,Submitted,2024,"Family Resource, Inc.",10,Runaway Youth Crisis Center - Family Resources,45,1/29/2024,ES,F,#120270,Yes,C,7/24/2004,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,SB-S,0,1001 9th Ave W,,Bradenton,FL,34205,0,0,0,0,0,0,0,0,0,12,0,12,0,,,0,1,12,4/24/2024,,,No,,2
33,FL,"Sarasota, Bradenton/Manatee, Sarasota Counties CoC",FL-500,Submitted,2024,"Salvation Army, Manatee",3,Family and Women's Overnight Shelter - TSA M,415,1/29/2024,ES,F,#120270,Yes,C,10/1/2022,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,SB-S,0,1204 14th Street West,,Bradenton,FL,34205,9,1,0,0,0,11,0,0,0,0,0,20,0,,,0,20,20,7/26/2024,,,No,,2
34,FL,"Sarasota, Bradenton/Manatee, Sarasota Counties CoC",FL-500,Submitted,2024,"Salvation Army, Manatee",3,Family Program Shelter - TSA M,417,1/29/2024,ES,F,#120270,Yes,C,1/26/2022,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,SB-S,0,1204 14th Street West,,Bradenton,FL,34205,20,5,0,0,0,0,0,0,0,0,0,20,0,,,0,12,20,4/24/2024,,,No,,2
35,FL,"Sarasota, Bradenton/Manatee, Sarasota Counties CoC",FL-500,Submitted,2024,"Salvation Army, Manatee",3,Men's ARC Shelter Program - TSA M,418,1/29/2024,ES,F,#120270,Yes,C,1/26/2022,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,SB-S,0,1204 14th Street West,,Bradenton,FL,34205,0,0,0,0,0,2,0,0,0,0,0,2,,,,0,0,2,5/1/2024,This is correct as the program doesn't always have clients staying. These two beds are designated for homeless individuals who have been accepted into an out-of-county treatment program and need a place to stay while waiting for transport.,NULL,No,,2
36,FL,"Sarasota, Bradenton/Manatee, Sarasota Counties CoC",FL-500,Submitted,2024,"Salvation Army, Manatee",3,Men's DOC Shelter Program - TSA M,419,1/29/2024,ES,F,#120270,Yes,C,1/26/2022,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,SB-S,0,1204 14th Street West,,Bradenton,FL,34205,0,0,0,0,0,12,0,0,0,0,0,12,0,,,0,8,12,4/24/2024,,,No,,2
37,FL,"Sarasota, Bradenton/Manatee, Sarasota Counties CoC",FL-500,Submitted,2024,"Salvation Army, Manatee",3,HOT Shelter Program - TSA M,420,1/29/2024,ES,F,#120270,Yes,C,10/1/2023,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,County Funding,SB-S,0,1204 14th Street West,,Bradenton,FL,34205,0,0,0,0,0,20,0,0,0,0,0,20,0,,,0,14,20,7/26/2024,,,No,,2
38,FL,"Sarasota, Bradenton/Manatee, Sarasota Counties CoC",FL-500,Submitted,2024,"Salvation Army, Manatee",3,Men's Overnight Lodge - TSA M,422,1/29/2024,ES,F,#120270,Yes,C,10/1/2023,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,SB-S,0,1204 14th Street West,,Bradenton,FL,34205,0,0,0,0,0,48,0,0,0,0,0,48,0,,,0,36,48,7/26/2024,,,No,,2
