Row #,CocState,CoC,HudNum,Status,Year,Organization Name,HMIS Org ID,Project Name,HMIS Project ID,HIC Date,Project Type,Bed Type,Geocode,HMIS Participating,Inventory Type,Inventory Start Date,Target Population,mcKinneyVentoEsgEs,mcKinneyVentoEsgRrh,mcKinneyVentoEsgCov,mcKinneyVentoEsgRUSH,mcKinneyVentoCocSh,mcKinneyVentoCocTh,mcKinneyVentoCocPsh,mcKinneyVentoCocRrh,mcKinneyVentoCocSro,mcKinneyVentoCocThRrh,mcKinneyVentoSpC,mcKinneyVentoS8,mcKinneyVentoShp,mcKinneyVentoYhdp,mcKinneyVentoYhdpRenewals,mcKinneyVentoUnshelt,mcKinneyVentoRural,federalFundingVash,federalFundingSsvf,federalFundingGpdBh,federalFundingGpdLd,federalFundingGpdHh,federalFundingGpdCt,federalFundingGpdSith,federalFundingGpdTp,federalFundingHchvCrs,federalFundingHchvSh,federalFundingBcp,federalFundingMgh,federalFundingTlp,federalFundingRhyDp,federalFundingHopwaHmv,federalFundingHopwaPh,federalFundingHopwaStsf,federalFundingHopwaTh,federalFundingHopwaCovid,federalFundingPih,federalFundingIndianEhv,federalFundingHome,federalFundingHomeArp,federalFundingOther,federalFundingOtherSpecify,Housing Type,Victim Service Provider,address1,address2,city,state,zip,Beds HH w/ Children,Units HH w/ Children,Veteran Beds HH w/ Children,Youth Beds HH w/ Children,CH Beds HH w/ Children,Beds HH w/o Children,Veteran Beds HH w/o Children,Youth Beds HH w/o Children,CH Beds HH w/o Children,Beds HH w/ only Children,CH Beds HH w only Children,Year-Round Beds,Total Seasonal Beds,Availability Start Date,Availability End Date,O/V Beds,Pit Count,Total Beds,Updated On,notes,projectNotes,sandyRelated,sandyRelatedNote,HOPWAMedAssistedLivingFac
19,TN,Memphis/Shelby County CoC,TN-501,Submitted,2024,Metropolitan Inter-Faith Association,37,MIFA Emergency Shelter(285),74,1/24/2024,ES,V,#471242,Yes,C,1/24/2023,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,TB,0,910 Vance Avenue,,Memphis,TN,38126,6,6,0,0,0,0,0,0,0,0,0,6,0,,,0,6,6,4/22/2024,,,No,,2
2,TN,Memphis/Shelby County CoC,TN-501,Submitted,2024,Alliance Healthcare Services,3,AHS - North Hill Woods,2,1/24/2024,PSH,,#471242,Yes,C,1/24/2023,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,SB-C,0,3700 North Hill Cove,,Memphis,TN,38127,0,0,0,0,0,32,0,0,32,0,0,32,0,,,0,29,32,4/3/2024,,,No,,2
61,TN,Memphis/Shelby County CoC,TN-501,Submitted,2024,Restoration House,13,Restoration House Emergency Shelter,236,1/24/2024,ES,F,#471242,Yes,C,5/1/2021,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,SB-S,0,3095 Thomas St.,,Memphis,TN,38127,0,0,0,0,0,50,0,0,0,0,0,50,0,,,4,40,54,4/22/2024,,,No,,2
1,TN,Memphis/Shelby County CoC,TN-501,Submitted,2024,Agape Access for All,2,Agape Access for All ESG(312),1,1/24/2024,RRH,,#471242,Yes,C,1/24/2023,NA,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,TB,0,3160 Directors Row,,Memphis,TN,38131,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,5/9/2024,,,No,,2
4,TN,Memphis/Shelby County CoC,TN-501,Submitted,2024,Agape Access for All,2,Access for All Rapid Rehousing (307),5,1/24/2024,RRH,,#471242,Yes,C,1/24/2023,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,TB,0,3160 Directors Row,,Memphis,TN,38131,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,4/3/2024,,,No,,2
77,TN,Memphis/Shelby County CoC,TN-501,Submitted,2024,VA VASH Housing,US Dept,VA VASH Housing - VASH - 2024,0,1/24/2024,PSH,,471242,No,C,1/24/2024,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,TB,0,2605 Nonconnah Blvd Suite 160,,Memphis,TN,38132,164,59,164,0,164,328,328,0,210,0,0,492,,,,,492,492,5/9/2024,"Currently, HUD VA Vash does not use the dedicated HMIS system in Memphis and Shelby County.  However, they actively contribute aggregate numbers for the annual Point-in-Time count. Efforts persist to foster direct engagement with the Continuum of Care for potential future utilization of the HMIS system.",,No,,
76,TN,Memphis/Shelby County CoC,TN-501,Submitted,2024,St. John's Community Services,70,Oasis,284,1/24/2024,PSH,,471242,Yes,C,10/1/2022,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,TB,0,7891 Stage Hills Blvd # 116,,Memphis,TN,38133,5,1,0,0,0,1,0,0,0,0,0,6,,,,,6,6,4/22/2024,,,No,,
39,TN,Memphis/Shelby County CoC,TN-501,Submitted,2024,Door of Hope,46,Door of Hope - Pilgrim's Rest(212),140,1/24/2024,PSH,,#471242,Yes,C,1/24/2023,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,self-funded homeless housing,TB,0,747 Court Ave.,,Memphis,TN,38163,0,0,0,0,0,14,0,0,0,0,0,14,0,,,0,6,14,4/3/2024,,,No,,2
13,TN,Knoxville/Knox County CoC,TN-502,Submitted,2024,CCETN - ES,106,CCETN - ES,106,1/24/2024,ES,F,#479093,Yes,C,7/1/2020,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,City of Knoxville HGF,SB-S,0,3009 Lake Brook Blvd,,Knoxville,TN,37909,0,0,0,0,0,10,0,0,0,0,0,10,0,,,0,8,10,5/3/2024,,,No,,2
14,TN,Knoxville/Knox County CoC,TN-502,Submitted,2024,CCETN - PH,107,CCETN - PH,107,1/24/2024,OPH,,#479093,Yes,C,3/1/2022,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,EFSP,SB-S,0,3009 Lake Brook Blvd,,Knoxville,TN,37909,0,0,0,0,0,5,0,0,0,0,0,5,0,,,0,2,5,5/7/2024,,,No,,2
15,TN,Knoxville/Knox County CoC,TN-502,Submitted,2024,CCETN - TH,108,CCETN - TH,108,1/24/2024,TH,,#479093,Yes,C,3/1/2022,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,EFSP,SB-S,0,3009 Lake Brook Blvd,,Knoxville,TN,37909,0,0,0,0,0,37,0,0,0,0,0,37,0,,,0,30,37,5/3/2024,,,No,,2
21,TN,Knoxville/Knox County CoC,TN-502,Submitted,2024,McNabb Center - PSH Programs,48,McNabb Center - Cedar Crossing,212,1/24/2024,PSH,,#479093,Yes,C,12/17/2014,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,SB-S,0,4821 Coster Rd,,Knoxville,TN,37912,0,0,0,0,0,7,7,0,0,0,0,7,0,,,0,4,7,5/3/2024,,,No,,2
20,TN,Knoxville/Knox County CoC,TN-502,Submitted,2024,Volunteers of America: HVRP,59,VOA - SSVF (RRH),211,1/24/2024,RRH,,#479093,Yes,C,2/24/2021,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,TB,0,511 N Broadway,,Knoxville,TN,37914,6,2,6,0,0,40,40,0,0,0,0,46,0,,,0,46,46,5/5/2024,,,No,,2
36,TN,Knoxville/Knox County CoC,TN-502,Submitted,2024,Keenan Grimes Outreach Center (L1),1114,Keenan Grimes - ES,1115,1/24/2024,ES,F,#471014,No,C,10/1/2023,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Local fund-raising,SB-S,0,2461 Martin Luther King Jr Ave,,Knoxville,TN,37914,4,2,0,0,0,16,0,0,0,0,0,20,0,,,0,20,20,5/7/2024,NULL,,No,,2
9,TN,Knoxville/Knox County CoC,TN-502,Submitted,2024,McNabb Center - Family Crisis Center ES,94,McNabb Center - Family Crisis Center ES,94,1/24/2024,ES,F,#471014,No,C,10/1/2020,DV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,SB-S,1,901 E Summit Hill Dr,,Knoxville,TN,37915,16,8,0,0,0,16,0,0,0,0,0,32,0,,,0,14,32,5/7/2024,,,No,,2
18,TN,Knoxville/Knox County CoC,TN-502,Submitted,2024,McNabb Center - Family Crisis Center Offsite TH,160,McNabb Center - Family Crisis Center Offsite TH,160,1/24/2024,TH,,#471014,No,C,2/16/2021,DV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,SB-C,1,,,,,37915,0,0,0,0,0,1,0,0,0,0,0,1,0,,,0,1,1,5/8/2024,,,No,,2
19,TN,Knoxville/Knox County CoC,TN-502,Submitted,2024,McNabb Center - Family Crisis Center Transitional Housing Program On-site,161,McNabb Center - Family Crisis Center Transitional Housing Program On-site,161,1/24/2024,TH,,#471014,No,C,2/16/2021,DV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,SB-S,1,555 Cannot Disclose,,Knoxville,TN,37915,6,3,0,0,0,6,0,0,0,0,0,12,0,,,0,6,12,5/9/2024,,,No,,2
1,TN,Knoxville/Knox County CoC,TN-502,Submitted,2024,KARM Overnight,3,KARM Overnight,3,1/24/2024,ES,F,#479093,Yes,C,10/1/2022,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Local donations,SB-S,0,511 N. Broadway,,Knoxville,TN,37917,0,0,0,0,0,304,0,0,0,0,0,304,0,,,30,333,334,5/8/2024,,,No,,2
2,TN,Knoxville/Knox County CoC,TN-502,Submitted,2024,Salvation Army Joy Baker Center,24,Salvation Army Joy Baker Center,24,1/24/2024,ES,F,#479093,Yes,C,4/1/2022,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,SB-S,0,409 N Broadway,,Knoxville,TN,37917,12,5,0,0,0,1,0,0,0,0,0,13,0,,,0,7,13,5/8/2024,"Since December 2023, bed count reduced for renovations (10 units down to 6). Ave AC family size = 2.5",,No,,2
4,TN,Knoxville/Knox County CoC,TN-502,Submitted,2024,McNabb Center - New Hope Apartments,56,McNabb Center - New Hope Apartments,56,1/24/2024,PSH,,#479093,Yes,C,12/13/2010,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,SB-S,0,204 E 4th Ave,,Knoxville,TN,37917,0,0,0,0,0,8,0,0,0,0,0,8,0,,,0,6,8,5/3/2024,,,No,,2
5,TN,Knoxville/Knox County CoC,TN-502,Submitted,2024,YWCA--Keys of Hope,58,YWCA--Keys of Hope,58,1/24/2024,TH,,#479093,Yes,C,1/1/2024,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CDBG-CV,SB-S,0,420 W Clinch Ave,,Knoxville,TN,37917,0,0,0,0,0,20,0,0,0,0,0,20,0,,,0,18,20,5/3/2024,,,No,,2
8,TN,Knoxville/Knox County CoC,TN-502,Submitted,2024,Volunteer Ministry Center (VMC),14,VMC Minvilla Manor,93,1/24/2024,PSH,,#479093,Yes,C,11/1/2010,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,SB-S,0,447 N Broadway,,Knoxville,TN,37917,0,0,0,0,0,57,0,0,57,0,0,57,0,,,0,55,57,5/3/2024,,,No,,2
12,TN,Knoxville/Knox County CoC,TN-502,Submitted,2024,McNabb Center - PSH Programs,48,McNabb Center - Morgan Street,105,1/24/2024,PSH,,#479093,Yes,C,1/16/2021,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"In addition to a modest “rent” from the client, Morgan Street PSH receives a combination of United Way, City, and PHA support",SB-S,0,625-629 Morgan St,,Knoxville,TN,37917,0,0,0,0,0,3,0,0,0,0,0,3,0,,,0,2,3,5/3/2024,,,No,,2
22,TN,Knoxville/Knox County CoC,TN-502,Submitted,2024,McNabb Center - PSH Programs,48,McNabb Center - Washington Oaks,218,1/24/2024,PSH,,#479093,Yes,C,10/1/2017,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,SB-S,0,3235 Washington Pike,,Knoxville,TN,37917,0,0,0,0,0,14,14,0,0,0,0,14,0,,,0,12,14,5/7/2024,,,No,,2
23,TN,Knoxville/Knox County CoC,TN-502,Submitted,2024,KCDC,134,HUD VASH,224,1/24/2024,PSH,,#479093,Yes,C,1/1/2022,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,TB,0,"901 N Broadway St,",,Knoxville,TN,37917,0,0,0,0,0,69,69,0,0,0,0,69,0,,,0,58,69,5/7/2024,"An additional 25 VASH clients were housed in McNabb PSH projects: Washington Oaks (12), Middlebrook Gardens (9), and Cedar Crossings (4). These clients were removed from VASH project in HMIS to avoid duplication. Total VASH-vouchered clients housed on the 2024 PIT = 84.",,No,,2
24,TN,Knoxville/Knox County CoC,TN-502,Submitted,2024,McNabb Center - Runaway Host Homes,227,McNabb Center - Runaway Host Homes,227,1/24/2024,ES,O,#479093,Yes,C,11/19/2015,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,SB-C,0,114 Dameron Ave,,Knoxville,TN,37917,0,0,0,0,0,0,0,0,0,4,0,4,0,,,0,0,4,5/3/2024,,,No,,2
26,TN,Knoxville/Knox County CoC,TN-502,Submitted,2024,Salvation Army - TH Bridge of Hope,1021,Salvation Army - TH Bridge of Hope,1021,1/24/2024,TH,,#479093,Yes,C,8/15/2023,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,SB-S,0,409 N. Broadway,,Knoxville,TN,37917,0,0,0,0,0,34,0,0,0,0,0,34,0,,,0,36,34,5/3/2024,,,No,,2
27,TN,Knoxville/Knox County CoC,TN-502,Submitted,2024,Salvation Army (L1),13,Salvation Army Bootstrap: TH-RRH Tier 1,1030,1/24/2024,TH,,#479093,Yes,C,6/1/2018,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,SB-S,0,409 N. Broadway,,Knoxville,TN,37917,0,0,0,0,0,23,0,0,0,0,0,23,0,,,0,14,23,5/3/2024,,,No,,2
28,TN,Knoxville/Knox County CoC,TN-502,Submitted,2024,Salvation Army (L1),13,Salvation Army Bootstrap: TH-RRH Tier 2,1033,1/24/2024,RRH,,#479093,Yes,C,6/1/2019,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,TB,0,409 N. Broadway,,Knoxville,TN,37917,0,0,0,0,0,1,0,0,0,0,0,1,0,,,0,1,1,5/5/2024,,,No,,2
31,TN,Knoxville/Knox County CoC,TN-502,Submitted,2024,Volunteer Ministry Center (VMC),14,VMC The Foyer,1050,1/24/2024,ES,F,#479093,Yes,C,3/16/2020,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,SB-S,0,409 N Broadway,,Knoxville,TN,37917,0,0,0,0,0,30,0,0,0,0,0,30,0,,,0,14,30,5/9/2024,The Foyer was at reduced capacity on the night of the PIT as the program gradually moved toward closing on 4/1/24.,,No,,2
32,TN,Knoxville/Knox County CoC,TN-502,Submitted,2024,Salvation Army (L1),13,Salvation Army - ES Bridge of Hope,1072,1/24/2024,ES,F,#479093,Yes,C,3/1/2021,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,United Way EFSP,SB-S,0,409 N. Broadway,,Knoxville,TN,37917,0,0,0,0,0,14,0,0,0,0,0,14,0,,,0,16,14,5/9/2024,,,No,,2
33,TN,Knoxville/Knox County CoC,TN-502,Submitted,2024,KCDC,134,KCDC-CHAMP EHV,1082,1/24/2024,OPH,,#479093,Yes,C,8/20/2021,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,TB,0,"901 N Broadway St,",,Knoxville,TN,37917,157,46,0,0,0,9,0,0,0,0,0,166,0,,,0,166,166,5/3/2024,,,No,,2
34,TN,Knoxville/Knox County CoC,TN-502,Submitted,2024,KARM Family Emergency Services,171,KARM FES (HIC - Non-Part),1102,1/24/2024,ES,F,#479093,No,C,10/1/2023,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Local donations,SB-S,0,418 N Broadway,,Knoxville,TN,37917,13,4,0,0,0,0,0,0,0,0,0,13,0,,,0,18,13,5/3/2024,This project's bed inventory fluctuates based on household size.,,No,,2
35,TN,Knoxville/Knox County CoC,TN-502,Submitted,2024,Volunteer Ministry Center (VMC),14,VMC Caswell Manor,1105,1/24/2024,PSH,,#479093,Yes,C,6/1/2023,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,SB-S,0,447 N Broadway,,Knoxville,TN,37917,0,0,0,0,0,48,0,0,48,0,0,48,0,,,0,45,48,5/9/2024,,,No,,2
7,TN,Knoxville/Knox County CoC,TN-502,Submitted,2024,McNabb Center - PSH Programs,48,McNabb Center - The Willows,85,1/24/2024,PSH,,#479093,Yes,C,10/1/2021,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,SB-S,0,1010-1020 Cox St,,Knoxville,TN,37919,0,0,0,0,0,14,0,0,0,0,0,14,0,,,0,13,14,5/3/2024,,,No,,2
10,TN,Knoxville/Knox County CoC,TN-502,Submitted,2024,Steps House,98,Steps House,98,1/24/2024,TH,,#479093,Yes,C,10/1/2020,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,SB-S,0,752 Boggs Ave,,Knoxville,TN,37920,0,0,0,0,0,45,45,0,0,0,0,45,0,,,0,36,45,5/9/2024,,,No,,2
11,TN,Knoxville/Knox County CoC,TN-502,Submitted,2024,McNabb Center - PSH Programs,48,McNabb Center - Ginn Road,104,1/24/2024,PSH,,#479093,Yes,C,5/7/2002,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,SB-S,0,3229 Ginn Rd,,Knoxville,TN,37920,0,0,0,0,0,3,0,0,0,0,0,3,0,,,0,3,3,5/3/2024,,,No,,2
16,TN,Knoxville/Knox County CoC,TN-502,Submitted,2024,McNabb Center - PSH Programs,48,McNabb Center - Maple Grove Apts.,110,1/24/2024,PSH,,#479093,Yes,C,10/1/2021,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,SB-S,0,1125 Baker Ave,,Knoxville,TN,37920,16,7,0,0,0,0,0,0,0,0,0,16,0,,,0,13,16,5/3/2024,,,No,,2
17,TN,Knoxville/Knox County CoC,TN-502,Submitted,2024,Knoxville Leadership Foundation,157,Knoxville Leadership Foundation: Flenniken Landing,159,1/24/2024,PSH,,#479093,Yes,C,12/19/2011,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,SB-S,0,115 Flenniken Ave,,Knoxville,TN,37920,0,0,0,0,0,48,0,0,48,0,0,48,0,,,0,41,48,5/3/2024,,,No,,2
3,TN,Knoxville/Knox County CoC,TN-502,Submitted,2024,McNabb Center - Pleasantree HUD,53,McNabb Center - Pleasantree HUD,53,1/24/2024,PSH,,#479093,Yes,C,10/1/2021,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,SB-C,0,2601 Keith Ave,,Knoxville,TN,37921,32,14,0,0,0,10,0,0,0,0,0,42,0,,,0,37,42,5/3/2024,,,No,,2
6,TN,Knoxville/Knox County CoC,TN-502,Submitted,2024,Family Promise of Knoxville - ES,84,Family Promise of Knoxville - ES,84,1/24/2024,ES,O,#479093,Yes,C,3/24/2020,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,TB,0,3545 Middlebrook Pike,,Knoxville,TN,37921,11,4,0,0,0,0,0,0,0,0,0,11,0,,,0,14,11,5/3/2024,,,No,,2
25,TN,Knoxville/Knox County CoC,TN-502,Submitted,2024,Knoxville-Knox County Community Action Committee,5,CAC - Elizabeth Homes RRH,1003,1/24/2024,RRH,,#479093,Yes,C,9/1/2019,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,TB,0,2247 Western Ave,,Knoxville,TN,37921,42,15,0,0,0,0,0,0,0,0,0,42,0,,,0,42,42,5/3/2024,,,No,,2
29,TN,Knoxville/Knox County CoC,TN-502,Submitted,2024,McNabb Center - PSH Programs,48,McNabb Center - Middlebrook Pike,1036,1/24/2024,PSH,,#479093,Yes,C,5/1/2020,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,SB-S,0,526 Lamar Street,,Knoxville,TN,37921,0,0,0,0,0,9,9,0,0,0,0,9,0,,,0,9,9,5/7/2024,,,No,,2
1,TN,Central Tennessee CoC,TN-503,Submitted,2024,The Salvation Army Clarksville,44,TSA Clarksville Emergency Shelter,45,1/30/2024,ES,F,#479125,Yes,C,3/1/2022,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,SB-S,0,210 Kraft St,,Clarksville,TN,37040,35,6,0,0,0,10,0,0,0,0,0,45,0,,,0,49,45,7/30/2024,,,No,,2
3,TN,Central Tennessee CoC,TN-503,Submitted,2024,Buffalo Valley Inc,3,BVI SITH A - Donna and E Fork,90,1/30/2024,TH,,#479117,Yes,C,1/1/2020,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,SB-C,0,501 Park Ave South,,Hohenwald,TN,37041,0,0,0,0,0,20,20,0,0,0,0,20,0,,,0,12,20,5/8/2024,,,No,,2
17,TN,Central Tennessee CoC,TN-503,Submitted,2024,Manna Ministries,36,Manna Cafe ES,37,1/30/2024,ES,F,479125,Yes,C,7/1/2023,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,SB-S,0,605 Providence Blvd,,Clarksville,TN,37042,0,0,0,0,0,75,0,0,0,0,0,75,0,,,0,45,75,5/9/2024,,,No,,
13,TN,Central Tennessee CoC,TN-503,Submitted,2024,Center of Hope,110,Center of Hope - Maury County,135,1/30/2024,TH,,#479119,Comparable,C,1/1/2022,DV,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,SB-S,0,DV,DV,Columbia,TN,37043,11,4,0,0,0,1,0,0,0,0,0,12,0,,,0,8,12,5/9/2024,,,No,,2
7,TN,Central Tennessee CoC,TN-503,Submitted,2024,Bridges Domestic Violence Center,108,Bridges Emergency Shelter,109,1/30/2024,ES,F,#479187,Comparable,C,1/1/2022,DV,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,SB-S,0,435 Main St,,Franklin,TN,37046,15,7,0,0,0,0,0,0,0,0,0,15,0,,,0,14,15,7/10/2024,,,No,,2
15,TN,Central Tennessee CoC,TN-503,Submitted,2024,Bridges Domestic Violence Center,108,Bridges TH,169,1/30/2024,TH,,#479187,Comparable,C,1/1/2024,DV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,SB-S,0,435 S. Main St.,,Franklin,TN,37046,10,4,0,0,0,3,0,0,0,0,0,13,0,,,0,14,13,7/10/2024,,,No,,2
